Question,Answer
Chipotle is honestly a blessing,-Becky
Get your food for $3  if you come in a costume!!!,Truth! Thanks so much for the shout out. -Becky
thoroughly disappointed in  queso... 1/10... cant even power through it and finish...just bad.. (but thanks for the boorito),"I'm so sorry you aren't a fan, and we're still working to perfect our recipe. I hope you give it another shot soon. -Becky"
It's too late. I have ascended into darkness.,I'm so sorry about that. I'm confident we'll include it next time. -Becky
BOO at #Chopotle who forgot to include my delicious vinaigrette dressing in my bag before I left,Sad day! I'm so sorry. Are you able to to go back and grab it? -Becky
Dressed up as the chicken I'm about to get in my bowl,"Yeah, buddy! That's what I like to hear. -Becky"
I got my boorito from  and Im so happy,It's the best day of the year. -Becky
Just went to  and my bowl was only three bucks!! Happy Halloween!,It's our annual Boorito promotion  enjoy that bowl! -Becky
"Chicken, rice, corn ,cheese and guacamole!!!",Mmmmm nicely done! -Becky
Got my $3 #boorito  from  #happyhalloween,We appreciate you stopping by! What all did you get in your burrito? -Becky
Thanks  !!!,Thanks for coming in! -Becky
This $3 Steak bowl from  just made my night.,"The only thing better than a regular steak bowl, is a $3 steak bowl. -Becky"
"I am on line to order, I am hoping its been fixed. I let you guys know. My friends were told only burritos",Please have your friends contact us:  The team didn't recall saying this to anyone. -Becky
I just ordered by bowl and they tried to tell me it was only the burrito that was $3. I had to show them this feed. I will tell my friends,"Please write to us at the link, as that conflicts with what was discussed when we called. -Becky"
"The Chipotle on 193 W 237th St, Bronx, NY 10463 is only offering $3 burritos, when the website includes bowls and tacos.",That's concerning. We'll get in touch with the team straightaway. -Becky
$3 burritos at  today if you're in costume! RT to save a life!,Thanks for the shout out! -Becky
"hey , it's #boorito time!  #theRF.","Oh. My. Goodness. I love all of this so much! Nicely done, fam. -Becky"
That chipotle never fills there vinaigrette cups all the way up to the top,"The standard portion is two ounces, which is half of the cup. We should be happy to give you an extra one, though. -Becky"
does BOORITO apply to bowls for us GFers?,It's good for any main menu item  you don't have to order a burrito! -Becky
"When  offers $3 burritos if you dress up, but you don't have a costume",That's my kind of costume right there. -Becky
My grandma dressed up as oldest pregnant lady to get her $3  but couldnt get out of the house,Oh noooo! Did she make it? -Becky
Just got my $3 bowl at,That's what we like to hear! What did you order? -Becky
Come through to chipotle and get your $3 bowl today,"I love all of this so much! We appreciate you stopping by, and those costumes are on point. -Becky"
I'm using automatic camera upload. The issue seems to occur after taking even just 1 picture. I'm not using offline files on my phone. I have seen similar issues mentioned in the Google play store review comments,"Hey there, wed like to have a closer look, as youve mentioned that this is a persistent behavior. To further investigate &amp; assist please write us:  and DM us your ticket ID, so as to look it up internally and make sure a colleague gets on it soon. Thanks!"
"Samsung galaxy S6, android nougat 7.0  Samsung security update, see Screenshot for firmware version. Dropbox 72.2.2","Hi again, are you uploading files manually or using automatic camera uploads? Could you DM us a screenshot of the Offline files page, if you do have any offlined? Thanks in advance!"
there seems to be an issue with the latest Android version. Battery drains. 10 to 20% of battery is being consumed by the Dropbox app. A fix would be nice,"Hey there, is that our latest Stable version 72.2? Can you tell us what mobile device youre using, and what version of Android youre on? Thanks in advance!"
"Im not offended, Im disappointed.  Burnsville store.","We never want to disappoint you, and comments like yours offer valuable input for future planning of merchandise to carry in our stores. Thanks for providing which store visited. Thanks!"
Come on !  Wheres the diversity??  #whataboutme,We strive to create an environment that recognizes the value of diversity. It is never our intention to offend you with the merchandise we carry. We'd love to share your comments with our Buyers. Please provide which store you visit. Thanks!
Do you offer paying for the iPhone X in full as opposed to the monthly payment plan?,"You can always paid the full price of your phone, but we don't have unlocked Iphones in stores. Thanks for asking!"
"Ive sent a dm to ask regarding a charge in my bank acc, could you pls get back to me to advice?",Hi there! I've replied to your DM. :) ^JMR
I've been on hold w/ the claims dept for over an hour waiting for someone to answer.  whyyyy,Hi! I'm sorry to hear about this. Please send me a DM if you still need assistance. I'm happy to help ^JMR
"hello. why you don't process my request to change my name? I sent copy of passport about a week ago, but you still remain silent.","Hey there, we've responded to your DM, so please message us back whenever you get the chance! ^EL"
"hello bought airtime of LJV0Y5SFRQ Confirmed. Ksh3,298.00  instead of 30.00ksh kindly help reverse","Hello and thank you for reaching out. Please send me a DM with more information, so that I can further assist you. ^JDG"
I just love the start of email,I am sorry for the trouble with this email. Please DM me and I will be happy to help you further. ^GA
"Ok ya los estoy siguiendo, quedo atento a su respuesta",Te hemos enviado un mensaje privado a traves de Twitter con instrucciones.
hola realice 2 compras fifa 18 y cod wwii en digital pero lo he recibido el cdigo de descuento me ayudan id: roriak_,Hola Cesar! Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.
When i pre ordered ww2 i was supposed to be able to pre download it but it just gave me a timer to release day help,Hey Danny. The pre-load feature generally start two days before release date.
